,Cargo Name,Cargo ID,Cargo Weight,Transport Distance,Hour,Minutes,Ferry?,Ferry Length,Ferry Cost,Origin City,Origin City ID,Origin Country,Origin Company,Origin Company ID,Destination City,Destination City ID,Destination Country,Destiantion Company,Destination Company ID,Transport Type,Trailer Type,High Value Cargo,Heavy Cargo,Fragile Cargo,ADR Cargo,ADR Class & Type,Special Transport,Price Per KM,Price
603,Oil Fileters,32,12,281,4,15,No,0,0,Amsterdam,1,Netherlands,Stokes,,Dortmund,,Germany,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.19,9927
182,Used Plastics,35,9,1228,17,52,No,0,0,Amsterdam,1,Netherlands,Kaarfor,,klagenfurt,,Austria,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,24.58,30786
496,Used Plastics,35,7,684,10,4,No,0,0,Amsterdam,1,Netherlands,Kaarfor,,Dijon,,France,Stokes,,Normal,Container Chassis,No,No,No,No,Nil,No,19.05,13631
59,Tracks,47,11,1079,16,15,No,0,0,Amsterdam,1,Netherlands,LKW,,Katowice,,Poland,Posped,,Very Urgent,Low bed,No,No,No,No,Nil,No,41.77,45670
640,Empty Pallets,53,22,246,14,33,Yes,370,995,Amsterdam,1,Netherlands,Kaarfor,,Grimsby,,England,Tradeaux,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,27.88,8453
80,Roof Tiles,64,20,1137,16,56,No,0,0,Amsterdam,1,Netherlands,Trameri,,Ostrava,,Czech Republic,Transinet,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,36.5,42102
427,Pears,81,15,447,6,15,No,0,0,Amsterdam,1,England,Stokes,,Calasis,,England,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,34.66,16094
274,Chimney Systems,96,18,693,10,19,No,0,0,Amsterdam,1,Netherlands,Trameri,,Nurmeberg,,Germany,Sand Builders,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.76,23998
569,Smoked Sparts,131,17,308,4,53,No,0,0,Amsterdam,1,Netherlands,Stokes,,Dusseldorf,,Germany,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,34.45,11212
263,Carbonated Water,140,21,832,11,26,No,0,0,Amsterdam,1,Netherlands,LKW,,Bern,,Switzerland,Euro Goodies,,Urgent,Curtainsiders,No,No,No,No,Nil,No,28.81,24573
575,Chemical Sorbent,141,8,486,6,53,Yes,0,0,Amsterdam,1,Netherlands,LKW,,Metz,,France,Posped,,Normal,Container Chassis,No,No,No,No,Nil,No,21.61,11101
488,Big-Bags of Seeds,142,19,487,7,2,No,0,0,Amsterdam,1,Netherlands,LKW,,Paris,,France,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.71,14095
639,Wheels with Volvo Rims,215,10,316,4,51,No,0,0,Amsterdam,1,Netherlands,LKW,,Bremen,,Germany,Posped,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,25.03,8510
273,Mercury Chloride ,33,15,559,8,54,No,0,0,Gdansk,33,Poland,WGCC,,Ostrava,,Czech Republic,NBFC,,Urgent,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,41.86,24002
71,Plums,58,16,1156,17,55,No,0,0,Gdansk,33,Poland,Euro Acers,,Liege,,Belgium,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,36.56,42865
86,Backhoe Loder,68,8,1021,15,37,No,0,0,Gdansk,33,Poland,BCP,,Garz,,Austria,LKW,,Normal,Low bed,Yes,No,No,No,Nil,No,39.37,40800
104,Natural Rubber,74,21,1084,16,42,No,0,0,Gdansk,33,Poland,LKW,,Salzburg,,Austria,RTLOG,,Normal,Curtainsiders,No,No,No,No,Nil,No,34.43,37925
150,Heavy Metals,102,20,891,13,53,No,0,0,Gdansk,33,Poland,WGCC,,Budapest,,Hungary,Trameri,,Normal,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,36.61,33220
176,Tomatoes,117,18,892,13,46,No,0,0,Gdansk,33,Poland,LKW,,Vienna,,Austria,Stokes,,Urgent,Refrigerated,No,No,No,No,Nil,No,34.24,31146
615,Arsenic,138,9,484,8,13,No,0,0,Gdansk,33,Poland,WGCC,,Berlin ,,Germany,NBFC,,Urgent,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,18.4,9505
284,Beverages,148,21,616,10,15,No,0,0,Gdansk,33,Poland,LKW,,Madeburg,,Germany,Sell Plan,,Very Urgent,Container Chassis,No,No,Yes,No,Nil,No,36.61,23149
333,White Phosphorus,163,10,484,8,13,No,0,0,Gdansk,33,Poland,WGCC,,Berlin ,,Germany,NBFC,,Very Urgent,Tank,No,No,Yes,Yes,Class 4- Flammable Solids,No,40.14,20027
411,Reservior Tank,34,11,441,6,16,No,0,0,Swansea,86,England,Trameri,,Carlisle,,England,Euro Acers,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,37.04,16934
470,Used Plastics,35,9,664,9,39,Yes,60,300,Swansea,86,England,Kaarfor,,Paris,,France,Tradeaux,,Normal,Container Chassis,No,No,No,No,Nil,No,21,14847
614,Used Plastics,35,7,483,6,18,No,0,0,Swansea,86,England,Posped,,Felixstowe,,England,LKW,,Normal,Container Chassis,No,No,No,No,Nil,No,18.47,9522
541,Empty Pallets,53,21,458,7,46,Yes,49,384,Swansea,86,England,Kaarfor,,Calasis,,France,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,24.02,11985
573,Used Packaging,63,20,446,5,53,No,0,0,Swansea,86,England,Kaarfor,,Dover,,England,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,23.68,11163
119,Copper Roof Gutters,87,8,1149,16,44,Yes,60,300,Swansea,86,England,Trameri,,Frankfurt,,Germany,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.42,35853
530,Plastic Flim Rolls,124,12,758,7,46,Yes,49,384,Swansea,86,England,Trameri,,Calasis,,France,Stokes,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,25.17,12510
197,Honey,125,20,906,13,4,Yes,60,300,Swansea,86,England,Euro Acers,,Amsterdam,,Netherlands,Kaarfor,,Normal,Curtainsiders,No,No,No,No,Nil,No,31.51,29449
410,Rye,169,21,820,11,49,Yes,60,300,Swansea,86,England,Euro Acers,,Luxembourg,,Luxembourg,LKW,,Urgent,Silo,No,No,No,No,Nil,No,19.71,17061
632,Gravel,202,21,524,7,19,No,0,0,Swansea,86,England,Posped,,Newcastle,,England,Sand Builders,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,15.57,8760
532,Reservior Tank,34,11,376,5,43,No,0,0,Nuremberg,66,Germany,Sand Builders,,Linz,,Austria,Posped,,Normal,Flatbeds,No,No,No,No,Nil,No,31.17,12323
322,Empty Pallets,53,22,779,11,26,No,0,0,Nuremberg,66,Germany,Trameri,,Rotterdam,,Netherlands,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.55,20504
327,Empty Pallets,53,22,774,11,22,No,0,0,Nuremberg,66,Germany,Stokes,,Milan,,Italy,H,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.55,20375
324,Roller- DYCNA CC-2200,65,8,469,6,53,No,0,0,Nuremberg,66,Germany,Sand Builders,,Brno,,Czech Republic,LKW,,Normal,Low bed,Yes,No,No,No,Nil,No,42.33,20454
606,Rye,169,21,481,7,17,No,0,0,Nuremberg,66,Germany,Euro Acers,,Duisburg,,Germany,LKW,,Urgent,Silo,No,No,No,No,Nil,No,19.16,98118
521,Pet Food,180,20,540,8,54,No,0,0,Nuremberg,66,Germany,Stokes,,Metz,,France,Euro Goodies,,Normal,Container Chassis,No,No,No,No,Nil,No,22.64,12826
623,Canned Iced Coffe,212,18,296,4,39,No,0,0,Nuremberg,66,Germany,Stokes,,Leipzig ,,Germany,Euro Goodies,,Very Urgent,Articulated Trailer,No,No,No,No,Nil,No,28.76,9120
678,Reservior Tank,34,11,223,3,37,No,0,0,Rotterdam,80,Netherlands,WGCC,,Lille,,France,Tradeaux,,Normal,Flatbeds,No,No,No,No,Nil,No,29.22,7116
733,Rock Bucket Volvo SPN PT SEG,40,3,80,1,17,No,0,0,Rotterdam,80,Netherlands,transinet,,Amsterdam,,Netherlands,Stokes,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,34,3320
432,Watermelons,60,20,426,17,9,Yes,370,995,Rotterdam,80,Netherlands,Posped,,Edinburgh,,England,Kaarfor,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,33.93,16050
81,Roller- DYCNA CC-2200,65,8,818,11,30,Yes,60,300,Rotterdam,80,Netherlands,Sand Builders,,Sheffield,,England,Transinet,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,50.16,41927
103,Sodium Hydroxide,78,20,902,13,8,No,0,0,Rotterdam,80,Netherlands,WGCC,,Munich,,Germany,WGCC,,Very Urgent,Tank,No,No,No,Yes,Class 8- Corrosive substances,No,41.86,38358
214,Pork,98,18,819,11,33,Yes,60,300,Rotterdam,80,Netherlands,transinet,,Sheffield,,England,Transinet,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,32.87,27818
152,Dozer Crawl- Z35K,103,39,738,10,35,Yes,60,300,Rotterdam,80,Netherlands,Posped,,Birmingham,,England,Posped,,Normal,Low bed,Yes,Yes,No,No,Nil,No,43.64,33104
540,Chlorine,129,18,224,14,15,Yes,370,995,Rotterdam,80,Netherlands,WGCC,,Manchester,,England,WGCC,,Very Urgent,Tank,No,No,Yes,Yes,Class 2- Gases,No,46.58,12029
627,Fresh Fish,168,18,258,3,47,No,0,0,Rotterdam,80,Netherlands,transinet,,Groningen,,Netherlands,Sell Plan,,Urgent,Refrigerated,No,No,No,No,Nil,No,34.42,8965
571,Wall Panels,205,20,382,7,0,Yes,49,384,Rotterdam,80,Netherlands,transinet,,Dover,,England,LKW,,Normal,Low bed,No,No,No,No,Nil,No,26.75,11202
722,Wheels with Volvo Rims,215,10,137,10,7,Yes,207,960,Rotterdam,80,Netherlands,Posped,,Felixstowe,,England,LKW,,Normal,Flatbeds,No,No,No,No,Nil,No,20.28,4339
692,NItrogen,221,3,223,14,14,Yes,370,995,Rotterdam,80,Netherlands,WGCC,,Manchester,,England,FCP,,Very Urgent,Tank,No,No,Yes,Yes,Class 2- Gases,No,22.47,6605
107,Used Plastics,35,9,1610,22,24,No,0,0,Turnin,91,Italy,Sell Plan,,Warsaw,,Poland,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,22.92,37506
220,Empty Pallets,53,22,1011,14,42,No,0,0,Turnin,91,Italy,Sell Plan,,Vienna,,Austria,CNP,,Normal,Curtainsiders,No,No,No,No,Nil,No,26.33,27215
360,Watermelons,60,20,548,8,30,No,0,0,Turnin,91,Italy,transinet,,Strasbourg,,France,Kaarfor,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,33.93,19196
191,Used Packaging,63,20,1048,14,1,No,0,0,Turnin,91,Italy,Sell Plan,,Liege,,Belgium,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,27.84,29778
251,Used Packaging,63,20,981,15,19,No,0,0,Turnin,91,Italy,FCP,,Dortmund,,Germany,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.17,25290
734,Salt & Spices,84,13,126,2,15,No,0,0,Turnin,91,Italy,transinet,,Milan,,Italy,D,,Normal,Container Chassis,No,No,No,No,Nil,No,21.34,3289
254,Potatoes,86,22,756,11,18,No,0,0,Turnin,91,Italy,Euro Goodies,,Salzburg,,Austria,Sell Plan,,Urgent,Curtainsiders,No,No,No,No,Nil,No,32.57,25225
726,Beans,120,12,115,2,2,No,0,0,Turnin,91,Italy,Euro Acers,,Milan,,Italy,CS,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,29.99,4049
696,Wheat,165,17,335,4,43,No,0,0,Turnin,91,Italy,transinet,,Lyon,,France,Tradeaux,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,16.76,6215
472,Train Azies ,188,20,334,4,43,No,0,0,Turnin,91,Italy,transinet,,Geneva,,Switzerland,Posped,,Normal,Flatbeds,Yes,No,No,No,Nil,No,42.57,14818
195,Used Plastics,35,9,1180,17,26,No,0,0,Groningen,37,Netherlands,Sell Plan,,Garz,,Austria,LKW,,Urgent,Curtainsiders,No,No,No,No,Nil,No,24.58,29607
141,Plums,58,16,936,13,54,No,0,0,Groningen,37,Netherlands,Euro Acers,,Lodz,,Poland,Posped,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,35.67,33985
652,Used Packaging,63,20,290,4,27,No,0,0,Groningen,37,Netherlands,Sell Plan,,Hamburg,,Germany,LKW,,Urgent,Curtainsiders,No,No,No,No,Nil,No,25.61,8027
283,Salmon Fillet,147,14,665,9,31,No,0,0,Groningen,37,Netherlands,Euro Goodies,,Paris,,France,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34.09,23271
673,Barley,220,18,354,5,28,No,0,0,Groningen,37,Netherlands,Euro Goodies,,Dusseldorf,,Germany,Stokes,,Urgent,Silo,No,No,No,No,Nil,No,19.17,7385
584,Used Plastics,35,9,502,7,43,No,0,0,Rostock,79,Germany,Sell Plan,,Kassel,,Germany,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,20.37,11825
598,Used Plastics,35,3,984,14,24,No,0,0,Rostock,79,Germany,Sell Plan,,Garz,,Austria,RTLOG,,Normal,Container Chassis,No,No,No,No,Nil,No,9.81,10257
149,Empty Pallets,53,22,1054,15,27,No,0,0,Rostock,79,Germany,Sell Plan,,Paris,,France,Tradeaux,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,30.99,33259
396,Industrial Cable Reel,69,34,664,10,17,No,0,0,Rostock,79,Germany,Tradeaux,,Frankfurt,,Germany,Tradeaux,,Normal,Low bed,No,Yes,No,No,Nil,No,25.54,17556
229,Potatoes,86,22,863,12,56,No,0,0,Rostock,79,Germany,Tradeaux,,Vienna,,Austria,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.25,26708
660,Used Plastics,35,7,334,5,2,No,0,0,Bern,5,Switzerland,Kaarfor,,Mannheim,,Germany,Transinet,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,21.36,7735
46,Liver Paste,39,17,1332,20,59,No,0,0,Bern,5,Switzerland,Euro Acers,,Lublin,,Poland,Kaarfor,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,35.77,48249
695,Flour,49,20,216,3,1,No,0,0,Bern,5,Switzerland,Euro Goodies,,Strasbourg,,France,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,26.77,6382
447,Empty Pallets,53,21,602,8,8,No,0,0,Bern,5,Switzerland,Kaarfor,,Liege,,Belgium,Stokes,,Normal,Container Chassis,No,No,No,No,Nil,No,24.78,15515
334,Used Packaging,63,20,795,10,42,No,0,0,Bern,5,Switzerland,Kaarfor,,Calasis,,France,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,24.43,20018
267,Pork,98,18,771,11,41,No,0,0,Bern,5,Switzerland,Euro Acers,,Osnabruck,,Germany,Sell Plan,,Urgent,Refrigerated,No,No,No,No,Nil,No,30.84,24377
644,Young Seedings,121,3,237,3,20,No,0,0,Bern,5,Switzerland,Euro Acers,,Strasbourg,,France,Kaarfor,,Urgent,Refrigerated,No,No,No,No,Nil,No,32.13,8215
693,Used Plastics,35,7,253,4,16,No,0,0,Lodz,53,Poland,Sell Plan,,Bialystok,,Poland,Transinet,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,23.5,6545
708,Used Plastics,35,9,246,4,24,No,0,0,Lodz,53,Poland,Sell Plan,,Lublin,,Poland,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,19.08,5295
43,Toys,37,9,1308,19,52,No,0,0,Lodz,53,Poland,Posped,,Geneva,,Switzerland,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,37.05,49057
281,Flour,49,20,776,11,26,No,0,0,Lodz,53,Poland,Euro Goodies,,Salzburg,,Austria,Sell Plan,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.46,23460
354,Apples,51,20,580,8,42,No,0,0,Lodz,53,Poland,LKW,,Budapest,,Hungary,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,32.63,19524
75,Fresh Herbs,61,5,1403,20,19,No,0,0,Lodz,53,Poland,Euro Goodies,,Milan,,Italy,CS,,Normal,Refrigerated,No,No,No,No,Nil,No,29.9,42554
147,Used Packaging,63,20,1263,18,31,No,0,0,Lodz,53,Poland,Sell Plan,,Lille,,France,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.91,33326
94,Oranges,67,20,1263,18,31,No,0,0,Lodz,53,Poland,LKW,,Lille,,France,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.99,39841
542,Plastic Pipes,123,12,627,9,23,No,0,0,Lodz,53,Poland,LKW,,Linz,,Austria,Dom Keps,,Normal,Flatbeds,No,No,No,No,Nil,No,18.06,11923
230,Smoked Sparts,131,17,764,11,42,No,0,0,Lodz,53,Poland,Posped,,Osnabruck,,Germany,Sell Plan,,Urgent,Refrigerated,No,No,No,No,Nil,No,34.09,26644
299,IBC Containers,154,11,623,9,55,No,0,0,Lodz,53,Poland,LKW,,Hanover,,Germany,Tradeaux,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,33.21,21589
44,Onions,38,17,1305,18,48,Yes,60,300,Hamburg,38,Germany,Posped,,Sheffield,,England,Sell Plan,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,36.74,48850
65,Roofing Felt,52,19,1291,19,17,No,0,0,Hamburg,38,Germany,LKW,,Turin,,Italy,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34.42,45031
111,Medical Equipments,83,5,689,10,49,No,0,0,Hamburg,38,Germany,transinet,,Strasbourg,,France,Posped,,Very Urgent,Refrigerated,Yes,No,Yes,No,Nil,No,52.75,36947
585,Cut Flowers,106,2,194,3,5,No,0,0,Hamburg,38,Germany,LKW,,Rostock,,Germany,Tradeaux,,Urgent,Articulated Trailer,No,No,No,No,Nil,No,52.08,10704
264,Chemical Sorbent,141,8,1042,15,38,No,0,0,Hamburg,38,Germany,transinet,,B.Bystrica,,Slovakia,Posped,,Normal,Container Chassis,No,No,No,No,Nil,No,22.96,24527
655,Brake Fluids,143,5,343,5,39,No,0,0,Hamburg,38,Germany,transinet,,Duisburg,,Germany,LKW,,Normal,Container Chassis,No,No,No,No,Nil,No,21.27,7896
280,Metal Centering,145,28,616,17,5,Yes,60,300,Hamburg,38,Germany,LKW,,Felixstowe,,England,LKW,,Urgent,Low bed,No,Yes,No,No,Nil,No,35.57,23473
522,Mason Jars,198,7,339,5,22,No,0,0,Hamburg,38,Germany,LKW,,Kassel,,Germany,Tradeaux,,Normal,Curtainsiders,No,No,Yes,No,Nil,No,35.99,12801
414,Rock Bucket Volvo SPN PT SEG,40,3,455,6,53,No,0,0,Garz,32,Austria,Stein Brunch,,Prague,,Czech Republic,Tradeaux,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,36.65,16822
125,Excavator Volvo EW240E MH,45,26,881,13,6,No,0,0,Garz,32,Austria,Treeet,,Cologne,,Germany,Posped,,Normal,Low bed,Yes,Yes,No,No,Nil,No,39.64,35525
494,Beef,50,21,484,7,38,No,0,0,Garz,32,Austria,Euro Acers,,Prague,,Czech Republic,Sell Plan,,Normal,Refrigerated,No,No,No,No,Nil,No,27.14,13735
243,Empty Pallets,53,22,960,14,6,No,0,0,Garz,32,Austria,transinet,,Dusseldorf,,Germany,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,26.33,25873
97,Atlantic Cod Fillet,75,16,1277,17,41,No,0,0,Garz,32,Austria,LKW,,Lille,,France,Tradeaux,,Normal,Refrigerated,No,No,No,No,Nil,No,46.67,39262
463,Atlantic Cod Fillet,75,16,451,6,21,No,0,0,Garz,32,Austria,RTLOG,,B.Bystrica,,Slovakia,Stokes,,Urgent,Refrigerated,No,No,No,No,Nil,No,32.04,15052
385,Sawdust Pannels,91,21,554,8,5,No,0,0,Garz,32,Austria,Treeet,,Szeged,,Hungary,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,31.36,17975
510,Dozer Crawl- Z35K,103,39,306,4,31,No,0,0,Garz,32,Austria,Stein Brunch,,Brno,,Czech Republic,Sand Builders,,Normal,Low bed,Yes,Yes,No,No,Nil,No,41.39,13265
420,Honey,125,20,481,7,10,No,0,0,Garz,32,Austria,LKW,,Nurmeberg,,Germany,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33,16471
650,Garlic,171,12,238,3,48,No,0,0,Garz,32,Austria,Euro Acers,,klagenfurt,,Austria,Sell Plan,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,31.29,8046
637,Stones,182,23,651,9,34,No,0,0,Garz,32,Austria,Stein Brunch,,Krakow,,Poland,Sand Builders,,Normal,Bulk Carriers,No,No,No,No,Nil,No,12.21,8549
485,Fertilizer,185,20,445,6,37,No,0,0,Garz,32,Austria,LKW,,Ostrava,,Czech Republic,NBFC,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.55,14195
544,Backflow Preventers,200,24,268,4,3,No,0,0,Garz,32,Austria,RTLOG,,Salzburg,,Austria,RTLOG,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,41.86,11819
682,Wood Shavings,201,4,850,12,46,No,0,0,Garz,32,Austria,LKW,,Turin,,Italy,Transinet,,Normal,Bulk Carriers,No,No,No,No,Nil,No,7.59,7054
736,Wood Shavings,201,4,278,4,15,No,0,0,Garz,32,Austria,RTLOG,,Brno,,Czech Republic,LKW,,Very Urgent,Silo,No,No,No,No,Nil,No,9.46,3229
563,Ore,203,22,733,10,46,No,0,0,Garz,32,Austria,Stein Brunch,,Lodz,,Poland,LKW,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,14.78,11433
714,Coal,204,26,291,4,17,No,0,0,Garz,32,Austria,Stein Brunch,,Brno,,Czech Republic,Trameri,,Normal,Bulk Carriers,No,Yes,No,No,Nil,No,15.01,4968
712,Barley,220,18,246,3,55,No,0,0,Garz,32,Austria,Euro Acers,,Linz,,Austria,Posped,,Urgent,Silo,No,No,No,No,Nil,No,18.08,5048
313,Excavator Volvo EW240E MH,45,26,539,8,4,No,0,0,Erfurt,28,Germany,Sand Builders,,Brno,,Czech Republic,LKW,,Normal,Low bed,Yes,Yes,No,No,Nil,No,37.65,20896
539,Apples,51,20,363,5,59,No,0,0,Erfurt,28,Germany,Euro Acers,,Osnabruck,,Germany,Sell Plan,,Urgent,Curtainsiders,No,No,No,No,Nil,No,31.73,12119
101,Carrots,77,16,1212,17,9,Yes,60,300,Erfurt,28,Germany,Euro Acers,,Cardiff,,England,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,31.09,38586
344,Canned Beans,89,16,696,10,14,No,0,0,Erfurt,28,Germany,Euro Goodies,,Ostrava,,Czech Republic,Kaarfor,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.55,19776
144,Soy Milk,101,21,1045,15,36,No,0,0,Erfurt,28,Germany,Euro Goodies,,Turin,,Italy,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,31.85,33884
459,Truck Batteries,48,15,551,8,40,No,0,0,Bremen,9,Germany,Posped,,Dresden,,Germany,Transinet,,Normal,Articulated Trailer,No,No,No,No,Nil,No,26.38,15134
686,Beef,50,21,246,3,47,No,0,0,Bremen,9,Germany,Euro Acers,,kiel,,Germany,Euro Goodies,,Normal,Refrigerated,No,No,No,No,Nil,No,25.44,6858
257,Empty Barrels,137,9,898,13,36,No,0,0,Bremen,9,Germany,FCP,,Salzburg,,Austria,RTLOG,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.23,25054
456,Massive Tech Part,156,44,232,3,40,No,0,0,Bremen,9,Germany,Government,,Travemunde,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,63,15251
332,Goat Cheese,162,15,644,10,5,No,0,0,Bremen,9,Germany,Posped,,Strasbourg,,France,Posped,,Normal,Refrigerated,No,No,No,No,Nil,No,30.29,20105
707,Rye,169,21,245,3,48,No,0,0,Bremen,9,Germany,Euro Goodies,,kiel,,Germany,Posped,,Very Urgent,Silo,No,No,No,No,Nil,No,19.38,5348
479,Packaged Food,190,17,362,5,51,No,0,0,Bremen,9,Germany,Euro Goodies,,Berlin ,,Germany,Euro Goodies,,Very Urgent,Curtainsiders,No,No,Yes,No,Nil,No,38.39,14497
499,Gaint Silo,194,40,232,3,40,No,0,0,Bremen,9,Germany,Government,,Travemunde,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,55.73,13561
717,Barley,220,18,230,3,34,No,0,0,Bremen,9,Germany,Posped,,Dortmund,,Germany,Transinet,,Urgent,Silo,No,No,No,No,Nil,No,18.09,4760
330,Empty Pallets,53,22,771,11,23,No,0,0,Mannheim,60,Germany,Trameri,,Vienna,,Austria,CNP,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.55,20300
477,Copper Roof Gutters,87,8,505,7,32,No,0,0,Mannheim,60,Germany,Trameri,,Salzburg,,Austria,RTLOG,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.8,14641
451,Pork,98,15,553,8,26,No,0,0,Mannheim,60,Germany,transinet,,Hamburg,,Germany,LKW,,Very Urgent,Articulated Trailer,No,No,No,No,Nil,No,28.89,15469
586,Plastic Pipes,123,12,558,8,15,No,0,0,Mannheim,60,Germany,Trameri,,Amsterdam,,Netherlands,Stokes,,Urgent,Flatbeds,No,No,No,No,Nil,No,18.06,10676
318,Caviar,128,14,560,8,21,No,0,0,Mannheim,60,Germany,Euro Goodies,,Dresden,,Germany,Transinet,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,35.81,20653
68,Ventilation Shaft,55,4,1273,18,35,Yes,60,300,Grimsby,36,England,WGCC,,Hamburg,,Germany,LKW,,Normal,Flatbeds,No,No,No,No,Nil,No,33.61,43681
675,Fresh Herbs,61,5,234,3,21,No,0,0,Grimsby,36,England,Euro Goodies,,Birmingham,,England,Posped,,Urgent,Curtainsiders,No,No,No,No,Nil,No,28.7,7315
88,Diesel,70,23,801,11,34,Yes,60,300,Grimsby,36,England,WGCC,,Rotterdam,,Netherlands,Posped,,Normal,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,49.74,40744
181,Soy Milk,101,23,972,14,13,Yes,60,300,Grimsby,36,England,Euro Goodies,,Duisburg,,Germany,LKW,,Normal,Tank,No,No,No,No,Nil,No,30.77,30808
314,Computer Processers,111,3,467,6,3,No,0,0,Grimsby,36,England,Tradeaux,,Southampton,,England,Transinet,,Normal,Curtainsiders,Yes,No,Yes,No,Nil,No,43.28,20811
169,Chemicals,112,18,656,9,23,No,0,0,Grimsby,36,England,WGCC,,Aberdeen,,England,NBFC,,Urgent,Tank,No,No,No,Yes,Class 2- Gases,No,47.48,31747
464,Smoked Sparts,131,17,435,6,7,No,0,0,Grimsby,36,England,Tradeaux,,Edinburgh,,England,Kaarfor,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.15,15022
457,Truck Rims,186,12,469,6,34,No,0,0,Grimsby,36,England,Tradeaux,,Swansea,,England,Posped,,Urgent,Curtainsiders,No,No,No,No,Nil,No,31.1,15185
78,Used Packaging,63,20,1544,24,48,Yes,60,300,Dover,23,England,LKW,,Lublin,,Poland,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,26.45,42404
106,Corks,79,5,1228,18,38,Yes,60,300,Dover,23,England,LKW,,Verona,,Italy,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.8,37577
